microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-16	6.75e-09	2.25e-05	negative	CBFA2T3	863
hsa-miR-16	6.75e-09	2.34e-05	negative	NKD1	85407
hsa-miR-16	6.75e-09	2.61e-05	negative	TMEM74B	55321
hsa-miR-16	6.75e-09	2.74e-05	negative	EMX1	2016
hsa-miR-16	6.75e-09	2.75e-05	negative	CTNNBIP1	56998
hsa-miR-16	6.75e-09	2.89e-05	negative	MAP3K9	4293
hsa-miR-16	6.75e-09	3.25e-05	negative	CACNA1E	777
hsa-miR-16	6.75e-09	3.59e-05	negative	HTR4	3360
hsa-miR-16	6.75e-09	4.04e-05	negative	SNCG	6623
hsa-miR-16	6.75e-09	4.31e-05	negative	CSMD1	64478
hsa-miR-16	6.75e-09	4.41e-05	negative	ADAMTS18	170692
hsa-miR-16	6.75e-09	4.43e-05	negative	PHLDA3	23612
hsa-miR-16	6.75e-09	4.83e-05	negative	CNIH2	254263
hsa-miR-16	6.75e-09	4.85e-05	negative	PTCH2	8643
hsa-miR-16	6.75e-09	4.91e-05	negative	SIRT4	23409
hsa-miR-16	6.75e-09	4.95e-05	negative	G0S2	50486
hsa-miR-16	6.75e-09	5.44e-05	negative	SLC6A4	6532
hsa-miR-16	6.75e-09	5.85e-05	negative	TMEM100	55273
hsa-miR-16	6.75e-09	5.86e-05	negative	CHRNE	1145
hsa-miR-16	6.75e-09	8.34e-05	negative	C17orf59	54785
hsa-miR-16	6.75e-09	8.92e-05	negative	HOXC11	3227
hsa-miR-16	6.75e-09	0.000102	negative	NAV1	89796
hsa-miR-16	6.75e-09	0.000104	negative	ATXN7L2	127002
hsa-miR-16	6.75e-09	0.000105	negative	HTR2C	3358
hsa-miR-16	6.75e-09	0.000114	negative	SH2D2A	9047
hsa-miR-16	6.75e-09	0.000123	negative	KIAA0226	9711
hsa-miR-16	6.75e-09	0.000139	negative	TCF3	6929
hsa-miR-16	6.75e-09	0.00016	negative	PEX5	5830
hsa-miR-16	6.75e-09	0.000168	negative	CDK5R1	8851
hsa-miR-16	6.75e-09	0.000186	negative	MAMSTR	284358
hsa-miR-16	6.75e-09	0.000221	negative	SH3GL2	6456
hsa-miR-16	6.75e-09	0.000243	negative	CSPG5	10675
hsa-miR-16	6.75e-09	0.000253	negative	ATP2B2	491
hsa-miR-16	6.75e-09	0.000264	negative	LPHN1	22859
hsa-miR-16	6.75e-09	0.000291	negative	KRTAP4-4	84616
hsa-miR-16	6.75e-09	0.000352	negative	ALOX12	239
hsa-miR-16	6.75e-09	0.000358	negative	PLXNA2	5362
hsa-miR-16	6.75e-09	0.000427	negative	CCNJL	79616
hsa-miR-16	6.75e-09	0.000442	negative	CDC42EP2	10435
hsa-miR-16	6.75e-09	0.000446	negative	FLT3	2322
hsa-miR-16	6.75e-09	0.000507	negative	C12orf76	400073
hsa-miR-16	6.75e-09	0.000517	negative	DVL1	1855
hsa-miR-16	6.75e-09	0.000519	negative	EN2	2020
hsa-miR-16	6.75e-09	0.000564	negative	ITGA10	8515
hsa-miR-16	6.75e-09	0.000624	negative	PAPPA	5069
hsa-miR-16	6.75e-09	0.000644	negative	ESRRA	2101
hsa-miR-16	6.75e-09	0.000655	negative	SYT3	84258
hsa-miR-16	6.75e-09	0.000687	negative	CCDC19	25790
hsa-miR-16	6.75e-09	0.000733	negative	ZNF691	51058
hsa-miR-16	6.75e-09	0.000769	negative	OMG	4974
hsa-miR-16	6.75e-09	0.000816	negative	KRTAP11-1	337880
hsa-miR-16	6.75e-09	0.000852	negative	PCDHAC1	56135
hsa-miR-16	6.75e-09	0.000877	negative	CDCA4	55038
hsa-miR-16	6.75e-09	0.000879	negative	EGLN2	112398
hsa-miR-16	6.75e-09	0.00088	negative	SLC25A22	79751
hsa-miR-16	6.75e-09	0.000901	negative	ZSWIM3	140831
hsa-miR-16	6.75e-09	0.000941	negative	ABCG4	64137
hsa-miR-16	6.75e-09	0.00116	negative	MAP1A	4130
hsa-miR-16	6.75e-09	0.00119	negative	FSD1	79187
hsa-miR-16	6.75e-09	0.0012	negative	C9orf69	90120
hsa-miR-16	6.75e-09	0.00127	negative	LIPE	3991
hsa-miR-16	6.75e-09	0.00144	negative	APLN	8862
hsa-miR-16	6.75e-09	0.00146	negative	BPIFA1	51297
hsa-miR-16	6.75e-09	0.00148	negative	GLS2	27165
hsa-miR-16	6.75e-09	0.00148	negative	RAD9A	5883
hsa-miR-16	6.75e-09	0.00159	negative	CLDN2	9075
hsa-miR-16	6.75e-09	0.0016	negative	WIBG	84305
hsa-miR-16	6.75e-09	0.00179	negative	FAM70A	55026
hsa-miR-16	6.75e-09	0.00182	negative	ZNF622	90441
hsa-miR-16	6.75e-09	0.00202	negative	CARM1	10498
hsa-miR-16	6.75e-09	0.00207	negative	BTLA	151888
hsa-miR-16	6.75e-09	0.00251	negative	NCOR2	9612
hsa-miR-16	6.75e-09	0.00313	negative	GYLTL1B	120071
hsa-miR-16	6.75e-09	0.0032	negative	TFAP4	7023
hsa-miR-16	6.75e-09	0.00332	negative	TAF7L	54457
hsa-miR-16	6.75e-09	0.00408	negative	RS1	6247
hsa-miR-16	6.75e-09	0.00519	negative	ZCCHC3	85364
hsa-miR-16	6.75e-09	4.43e-14	positive	CAPRIN1	4076
hsa-miR-16	6.75e-09	1.46e-12	positive	ZMYM2	7750
hsa-miR-16	6.75e-09	2.62e-12	positive	SON	6651
hsa-miR-16	6.75e-09	1.84e-11	positive	CCNT2	905
hsa-miR-16	6.75e-09	2.46e-11	positive	COPS2	9318
hsa-miR-16	6.75e-09	4.39e-11	positive	CCDC6	8030
hsa-miR-16	6.75e-09	1.08e-10	positive	ARHGAP5	394
hsa-miR-16	6.75e-09	1.16e-10	positive	DDX3X	1654
hsa-miR-16	6.75e-09	3.11e-10	positive	NF1	4763
hsa-miR-16	6.75e-09	6.55e-10	positive	FRS2	10818
hsa-miR-16	6.75e-09	9.81e-10	positive	CPD	1362
hsa-miR-16	6.75e-09	1.2e-09	positive	OGT	8473
hsa-miR-16	6.75e-09	1.43e-09	positive	USP15	9958
hsa-miR-16	6.75e-09	2.07e-09	positive	USP9X	8239
hsa-miR-16	6.75e-09	3.39e-09	positive	POLR3F	10621
hsa-miR-16	6.75e-09	3.73e-09	positive	SCAF11	9169
hsa-miR-16	6.75e-09	5.36e-09	positive	DDX3Y	8653
hsa-miR-16	6.75e-09	5.56e-09	positive	IST1	9798
hsa-miR-16	6.75e-09	5.72e-09	positive	FUBP1	8880
hsa-miR-16	6.75e-09	9.12e-09	positive	CD164	8763
hsa-miR-16	6.75e-09	9.8e-09	positive	NAA25	80018
hsa-miR-16	6.75e-09	1.01e-08	positive	UBR3	130507
hsa-miR-16	6.75e-09	1.28e-08	positive	TBL1XR1	79718
hsa-miR-16	6.75e-09	1.29e-08	positive	PDCD6IP	10015
hsa-miR-16	6.75e-09	2.1e-08	positive	KPNA1	3836
hsa-miR-16	6.75e-09	2.16e-08	positive	STXBP3	6814
hsa-miR-16	6.75e-09	2.6e-08	positive	USP14	9097
hsa-miR-16	6.75e-09	4.76e-08	positive	HELZ	9931
hsa-miR-16	6.75e-09	4.91e-08	positive	GOLT1B	51026
hsa-miR-16	6.75e-09	5.68e-08	positive	CUL2	8453
hsa-miR-16	6.75e-09	7.42e-08	positive	PSMD7	5713
hsa-miR-16	6.75e-09	7.97e-08	positive	RFWD2	64326
hsa-miR-16	6.75e-09	8.85e-08	positive	WAPAL	23063
hsa-miR-16	6.75e-09	1e-07	positive	KPNA4	3840
hsa-miR-16	6.75e-09	1.09e-07	positive	PAFAH1B1	5048
hsa-miR-16	6.75e-09	1.11e-07	positive	TTC14	151613
hsa-miR-16	6.75e-09	1.96e-07	positive	GALNT1	2589
hsa-miR-16	6.75e-09	1.98e-07	positive	RAF1	5894
hsa-miR-16	6.75e-09	2.17e-07	positive	PEX13	5194
hsa-miR-16	6.75e-09	2.64e-07	positive	RICTOR	253260
hsa-miR-16	6.75e-09	2.69e-07	positive	RSBN1	54665
hsa-miR-16	6.75e-09	3.24e-07	positive	WWP1	11059
hsa-miR-16	6.75e-09	4.12e-07	positive	SUCO	51430
hsa-miR-16	6.75e-09	4.16e-07	positive	PDIA6	10130
hsa-miR-16	6.75e-09	4.23e-07	positive	RAD23B	5887
hsa-miR-16	6.75e-09	4.41e-07	positive	EIF4B	1975
hsa-miR-16	6.75e-09	5.22e-07	positive	YWHAQ	10971
hsa-miR-16	6.75e-09	5.77e-07	positive	SLC7A2	6542
hsa-miR-16	6.75e-09	7.41e-07	positive	SLC5A3	6526
hsa-miR-16	6.75e-09	9.32e-07	positive	PHIP	55023
hsa-miR-16	6.75e-09	9.82e-07	positive	GORASP2	26003
hsa-miR-16	6.75e-09	1.1e-06	positive	LYRM5	144363
hsa-miR-16	6.75e-09	1.2e-06	positive	AFF4	27125
hsa-miR-16	6.75e-09	1.63e-06	positive	TASP1	55617
hsa-miR-16	6.75e-09	1.86e-06	positive	OTUD4	54726
hsa-miR-16	6.75e-09	1.93e-06	positive	AKT3	10000
hsa-miR-16	6.75e-09	2.2e-06	positive	FNTA	2339
hsa-miR-16	6.75e-09	3.44e-06	positive	UBE2V1	7335
hsa-miR-16	6.75e-09	3.61e-06	positive	ADNP2	22850
hsa-miR-16	6.75e-09	3.99e-06	positive	SEL1L3	23231
hsa-miR-16	6.75e-09	4.01e-06	positive	YTHDC1	91746
hsa-miR-16	6.75e-09	4.03e-06	positive	ACVR2A	92
hsa-miR-16	6.75e-09	6.2e-06	positive	ZNF518B	85460
hsa-miR-16	6.75e-09	1.07e-05	positive	MAPRE1	22919
hsa-miR-16	6.75e-09	1.22e-05	positive	SIAH1	6477
hsa-miR-16	6.75e-09	1.3e-05	positive	SRPK1	6732
hsa-miR-16	6.75e-09	1.51e-05	positive	SERBP1	26135
hsa-miR-16	6.75e-09	1.54e-05	positive	ATG14	22863
hsa-miR-16	6.75e-09	1.88e-05	positive	TNRC6B	23112
hsa-miR-16	6.75e-09	2.19e-05	positive	CHPT1	56994
hsa-miR-16	6.75e-09	2.22e-05	positive	CHIC1	53344
hsa-miR-16	6.75e-09	2.4e-05	positive	NFATC3	4775
hsa-miR-16	6.75e-09	2.57e-05	positive	MLL3	58508
hsa-miR-16	6.75e-09	2.77e-05	positive	PPAP2A	8611
hsa-miR-16	6.75e-09	3.69e-05	positive	SNX16	64089
hsa-miR-16	6.75e-09	4.19e-05	positive	TBC1D19	55296
hsa-miR-16	6.75e-09	4.2e-05	positive	DYNC1LI2	1783
hsa-miR-16	6.75e-09	4.26e-05	positive	M6PR	4074
hsa-miR-16	6.75e-09	4.64e-05	positive	PTPRJ	5795
hsa-miR-16	6.75e-09	5.71e-05	positive	KIAA0317	9870
hsa-miR-16	6.75e-09	5.8e-05	positive	FAM133B	257415
hsa-miR-16	6.75e-09	6.89e-05	positive	PHF20L1	51105
hsa-miR-16	6.75e-09	8.28e-05	positive	GLUD1	2746
hsa-miR-16	6.75e-09	9.1e-05	positive	TBPL1	9519
hsa-miR-16	6.75e-09	9.22e-05	positive	PRPF38A	84950
hsa-miR-16	6.75e-09	9.25e-05	positive	UBE4B	10277
hsa-miR-16	6.75e-09	9.7e-05	positive	LRP6	4040
hsa-miR-16	6.75e-09	0.000101	positive	ASH1L	55870
hsa-miR-16	6.75e-09	0.000106	positive	SETD3	84193
hsa-miR-16	6.75e-09	0.000114	positive	PCMT1	5110
hsa-miR-16	6.75e-09	0.000138	positive	NBR1	4077
hsa-miR-16	6.75e-09	0.000146	positive	SRPR	6734
hsa-miR-16	6.75e-09	0.000185	positive	SESN1	27244
hsa-miR-16	6.75e-09	0.000186	positive	MIPOL1	145282
hsa-miR-16	6.75e-09	0.00021	positive	ABI2	10152
hsa-miR-16	6.75e-09	0.000225	positive	FAM116A	201627
hsa-miR-16	6.75e-09	0.000229	positive	RASGEF1B	153020
hsa-miR-16	6.75e-09	0.000232	positive	CDS2	8760
hsa-miR-16	6.75e-09	0.000236	positive	RPS6KA3	6197
hsa-miR-16	6.75e-09	0.000267	positive	LPHN2	23266
hsa-miR-16	6.75e-09	0.00028	positive	PLEKHA1	59338
hsa-miR-16	6.75e-09	0.000316	positive	CHD2	1106
hsa-miR-16	6.75e-09	0.000334	positive	CDK12	51755
hsa-miR-16	6.75e-09	0.000368	positive	STRADB	55437
hsa-miR-16	6.75e-09	0.00037	positive	SPTLC1	10558
hsa-miR-16	6.75e-09	0.000373	positive	WEE1	7465
hsa-miR-16	6.75e-09	0.000494	positive	GNAI3	2773
hsa-miR-16	6.75e-09	0.000539	positive	DCUN1D4	23142
hsa-miR-16	6.75e-09	0.000608	positive	SYNJ1	8867
hsa-miR-16	6.75e-09	0.000706	positive	GPATCH8	23131
hsa-miR-16	6.75e-09	0.00106	positive	PLEKHA5	54477
hsa-miR-16	6.75e-09	0.00109	positive	KDSR	2531
hsa-miR-16	6.75e-09	0.00113	positive	PAFAH1B2	5049
hsa-miR-16	6.75e-09	0.00114	positive	MAP7	9053
hsa-miR-16	6.75e-09	0.00152	positive	C2orf42	54980
hsa-miR-16	6.75e-09	0.00178	positive	WDR82	80335
hsa-miR-16	6.75e-09	0.00183	positive	SNTB2	6645
hsa-miR-16	6.75e-09	0.00201	positive	ZC2HC1A	51101
hsa-miR-16	6.75e-09	0.00203	positive	PHF21A	51317
hsa-miR-16	6.75e-09	0.00224	positive	CLDN12	9069
hsa-miR-16	6.75e-09	0.00235	positive	FBXW7	55294
hsa-miR-16	6.75e-09	0.00272	positive	HECTD4	283450
hsa-miR-16	6.75e-09	0.00274	positive	KIF21A	55605
hsa-miR-16	6.75e-09	0.00278	positive	TEAD1	7003
hsa-miR-16	6.75e-09	0.00288	positive	HIGD1A	25994
hsa-miR-16	6.75e-09	0.00355	positive	SEPT11	55752
hsa-miR-16	6.75e-09	0.00366	positive	WDR47	22911
hsa-miR-16	6.75e-09	0.00428	positive	HMBOX1	79618
hsa-miR-16	6.75e-09	0.00502	positive	FERMT2	10979
hsa-miR-16	6.75e-09	0.0056	positive	ZNF532	55205
hsa-miR-345	7e-09	1.43e-07	negative	FAM178A	55719
hsa-miR-345	7e-09	1.98e-07	negative	SSBP2	23635
hsa-miR-345	7e-09	1.28e-06	negative	RORA	6095
hsa-miR-345	7e-09	2.6e-06	negative	CNBP	7555
hsa-miR-345	7e-09	4.99e-06	negative	SUV420H1	51111
hsa-miR-345	7e-09	5.36e-06	negative	FRMD6	122786
hsa-miR-345	7e-09	5.95e-06	negative	SORBS1	10580
hsa-miR-345	7e-09	8.11e-06	negative	USP15	9958
hsa-miR-345	7e-09	3.21e-05	negative	RPA1	6117
hsa-miR-345	7e-09	7.48e-05	negative	BUB3	9184
hsa-miR-345	7e-09	8.17e-05	negative	SMAD1	4086
hsa-miR-345	7e-09	0.000103	negative	CTCF	10664
hsa-miR-345	7e-09	0.000142	negative	PEX19	5824
hsa-miR-345	7e-09	0.000245	negative	RC3H1	149041
hsa-miR-345	7e-09	0.00028	negative	HIF1AN	55662
hsa-miR-345	7e-09	0.000411	negative	PTPN4	5775
hsa-miR-345	7e-09	0.0012	negative	PDE4B	5142
hsa-miR-345	7e-09	0.00584	negative	DHCR24	1718
hsa-miR-345	7e-09	1.32e-07	positive	CYB5RL	606495
hsa-miR-345	7e-09	1.31e-06	positive	BSN	8927
hsa-miR-345	7e-09	6.29e-06	positive	BBC3	27113
hsa-miR-345	7e-09	7.31e-06	positive	GABBR2	9568
hsa-miR-345	7e-09	2.66e-05	positive	IL1F10	84639
hsa-miR-345	7e-09	3.47e-05	positive	GPR3	2827
hsa-miR-345	7e-09	0.000117	positive	CELF3	11189
hsa-miR-345	7e-09	0.000119	positive	OLFM3	118427
hsa-miR-345	7e-09	0.000139	positive	SLC4A5	57835
hsa-miR-345	7e-09	0.000206	positive	RAB39B	116442
hsa-miR-345	7e-09	0.000314	positive	FAM214B	80256
hsa-miR-345	7e-09	0.000999	positive	PALD1	27143
hsa-miR-345	7e-09	0.00317	positive	FAM65A	79567
hsa-miR-455-3p	9.03e-09	1.08e-08	negative	HOXC4	3221
hsa-miR-455-3p	9.03e-09	3.11e-07	negative	RUSC1	23623
hsa-miR-455-3p	9.03e-09	3.37e-07	negative	RPS6KA4	8986
hsa-miR-455-3p	9.03e-09	1.06e-06	negative	ZNF238	10472
hsa-miR-455-3p	9.03e-09	5.47e-06	negative	WIBG	84305
hsa-miR-455-3p	9.03e-09	7.43e-06	negative	LHX2	9355
hsa-miR-455-3p	9.03e-09	7.87e-06	negative	SUGP1	57794
hsa-miR-455-3p	9.03e-09	4.26e-05	negative	DIP2A	23181
hsa-miR-455-3p	9.03e-09	5.85e-05	negative	OTP	23440
hsa-miR-455-3p	9.03e-09	9.24e-05	negative	PAX6	5080
hsa-miR-455-3p	9.03e-09	0.000103	negative	SYN2	6854
hsa-miR-455-3p	9.03e-09	0.000159	negative	HOXB7	3217
hsa-miR-455-3p	9.03e-09	0.000289	negative	KCNJ4	3761
hsa-miR-455-3p	9.03e-09	0.000301	negative	HOXB5	3215
hsa-miR-455-3p	9.03e-09	0.000401	negative	KCND1	3750
hsa-miR-455-3p	9.03e-09	0.000525	negative	FBXL15	79176
hsa-miR-455-3p	9.03e-09	0.000862	negative	ACVR2B	93
hsa-miR-455-3p	9.03e-09	0.001	negative	FABP4	2167
hsa-miR-455-3p	9.03e-09	0.0011	negative	MEPCE	56257
hsa-miR-455-3p	9.03e-09	0.00161	negative	CACNA2D2	9254
hsa-miR-455-3p	9.03e-09	0.00185	negative	SCRT2	85508
hsa-miR-455-3p	9.03e-09	0.00213	negative	SUV39H1	6839
hsa-miR-455-3p	9.03e-09	1.47e-11	positive	PPP2CB	5516
hsa-miR-455-3p	9.03e-09	5.27e-10	positive	PIK3R1	5295
hsa-miR-455-3p	9.03e-09	5.59e-10	positive	CHRDL1	91851
hsa-miR-455-3p	9.03e-09	2.27e-07	positive	TSHZ3	57616
hsa-miR-455-3p	9.03e-09	1.86e-06	positive	TSPAN18	90139
hsa-miR-455-3p	9.03e-09	4.34e-06	positive	PXDC1	221749
hsa-miR-455-3p	9.03e-09	5.13e-06	positive	FGF7	2252
hsa-miR-455-3p	9.03e-09	7.36e-06	positive	NFIB	4781
hsa-miR-455-3p	9.03e-09	1.09e-05	positive	WDR26	80232
hsa-miR-455-3p	9.03e-09	1.23e-05	positive	RTN4	57142
hsa-miR-455-3p	9.03e-09	1.83e-05	positive	ALS2CR8	79800
hsa-miR-455-3p	9.03e-09	3.92e-05	positive	TNRC6B	23112
hsa-miR-455-3p	9.03e-09	8.6e-05	positive	PTPN9	5780
hsa-miR-455-3p	9.03e-09	0.000151	positive	SEPT6	23157
hsa-miR-455-3p	9.03e-09	0.000166	positive	STK17B	9262
hsa-miR-455-3p	9.03e-09	0.000207	positive	PPP2R2A	5520
hsa-miR-455-3p	9.03e-09	0.000242	positive	SMG1	23049
hsa-miR-455-3p	9.03e-09	0.000304	positive	VAMP8	8673
hsa-miR-455-3p	9.03e-09	0.00054	positive	TOPORS	10210
hsa-miR-455-3p	9.03e-09	0.000567	positive	PCDH9	5101
hsa-miR-455-3p	9.03e-09	0.000757	positive	SAP130	79595
hsa-miR-455-3p	9.03e-09	0.000797	positive	SMAD2	4087
hsa-miR-455-3p	9.03e-09	0.00107	positive	VSNL1	7447
hsa-miR-455-3p	9.03e-09	0.00118	positive	RBM26	64062
hsa-miR-455-3p	9.03e-09	0.00127	positive	GABARAPL2	11345
hsa-miR-455-3p	9.03e-09	0.00143	positive	USP47	55031
hsa-miR-455-3p	9.03e-09	0.00158	positive	DCUN1D1	54165
hsa-miR-455-3p	9.03e-09	0.00212	positive	NUP153	9972
hsa-miR-455-3p	9.03e-09	0.00249	positive	SLC39A14	23516
hsa-miR-455-3p	9.03e-09	0.00267	positive	SNX2	6643
hsa-miR-455-3p	9.03e-09	0.00305	positive	SLC25A3	5250
hsa-miR-455-3p	9.03e-09	0.00331	positive	PSIP1	11168
hsa-miR-125b	1.36e-08	1.05e-09	negative	NUP210	23225
hsa-miR-125b	1.36e-08	1.82e-09	negative	RNF44	22838
hsa-miR-125b	1.36e-08	9.8e-09	negative	DPH2	1802
hsa-miR-125b	1.36e-08	2.57e-08	negative	GFOD2	81577
hsa-miR-125b	1.36e-08	5.07e-08	negative	SLC26A6	65010
hsa-miR-125b	1.36e-08	5.38e-08	negative	ANKRD13B	124930
hsa-miR-125b	1.36e-08	6.31e-08	negative	PLXNA1	5361
hsa-miR-125b	1.36e-08	6.88e-08	negative	TSEN54	283989
hsa-miR-125b	1.36e-08	8.28e-08	negative	ASPHD1	253982
hsa-miR-125b	1.36e-08	9.46e-08	negative	MYT1	4661
hsa-miR-125b	1.36e-08	9.81e-08	negative	ESRRA	2101
hsa-miR-125b	1.36e-08	6.56e-07	negative	TMEM86A	144110
hsa-miR-125b	1.36e-08	8.13e-07	negative	MAPK12	6300
hsa-miR-125b	1.36e-08	3.68e-06	negative	BCL2L12	83596
hsa-miR-125b	1.36e-08	5.74e-06	negative	DGAT1	8694
hsa-miR-125b	1.36e-08	6.69e-06	negative	NAIF1	203245
hsa-miR-125b	1.36e-08	8.15e-06	negative	BAK1	578
hsa-miR-125b	1.36e-08	9.2e-06	negative	FAM135B	51059
hsa-miR-125b	1.36e-08	1.14e-05	negative	SLC18A3	6572
hsa-miR-125b	1.36e-08	1.15e-05	negative	C9orf9	11092
hsa-miR-125b	1.36e-08	1.18e-05	negative	SLC27A4	10999
hsa-miR-125b	1.36e-08	1.24e-05	negative	GMIP	51291
hsa-miR-125b	1.36e-08	1.55e-05	negative	SIRT7	51547
hsa-miR-125b	1.36e-08	1.56e-05	negative	STMN3	50861
hsa-miR-125b	1.36e-08	1.67e-05	negative	HCN3	57657
hsa-miR-125b	1.36e-08	2.6e-05	negative	RFXANK	8625
hsa-miR-125b	1.36e-08	2.7e-05	negative	TMEM101	84336
hsa-miR-125b	1.36e-08	2.93e-05	negative	DIRAS1	148252
hsa-miR-125b	1.36e-08	3.02e-05	negative	MEGF8	1954
hsa-miR-125b	1.36e-08	3.67e-05	negative	SUV420H2	84787
hsa-miR-125b	1.36e-08	3.68e-05	negative	CDR2L	30850
hsa-miR-125b	1.36e-08	3.89e-05	negative	MAP3K11	4296
hsa-miR-125b	1.36e-08	4.32e-05	negative	DUS1L	64118
hsa-miR-125b	1.36e-08	4.73e-05	negative	MAN1B1	11253
hsa-miR-125b	1.36e-08	6.57e-05	negative	TRIM71	131405
hsa-miR-125b	1.36e-08	7.94e-05	negative	CORO7	79585
hsa-miR-125b	1.36e-08	8.36e-05	negative	CRTC1	23373
hsa-miR-125b	1.36e-08	8.56e-05	negative	NBEAL2	23218
hsa-miR-125b	1.36e-08	9.61e-05	negative	LPCAT4	254531
hsa-miR-125b	1.36e-08	0.000101	negative	ZSWIM4	65249
hsa-miR-125b	1.36e-08	0.000106	negative	SRGAP2	23380
hsa-miR-125b	1.36e-08	0.000114	negative	HDDC3	374659
hsa-miR-125b	1.36e-08	0.00012	negative	TOR2A	27433
hsa-miR-125b	1.36e-08	0.000124	negative	C19orf54	284325
hsa-miR-125b	1.36e-08	0.000132	negative	BAI1	575
hsa-miR-125b	1.36e-08	0.000143	negative	ATG4D	84971
hsa-miR-125b	1.36e-08	0.000163	negative	TYSND1	219743
hsa-miR-125b	1.36e-08	0.000171	negative	XKRX	402415
hsa-miR-125b	1.36e-08	0.000212	negative	KCNH4	23415
hsa-miR-125b	1.36e-08	0.000223	negative	MAP3K10	4294
hsa-miR-125b	1.36e-08	0.000309	negative	PIP5KL1	138429
hsa-miR-125b	1.36e-08	0.000318	negative	CD300LF	146722
hsa-miR-125b	1.36e-08	0.000338	negative	MMP11	4320
hsa-miR-125b	1.36e-08	0.000361	negative	KCNJ12	3768
hsa-miR-125b	1.36e-08	0.000383	negative	KHNYN	23351
hsa-miR-125b	1.36e-08	0.000402	negative	OGFR	11054
hsa-miR-125b	1.36e-08	0.000429	negative	C12orf68	387856
hsa-miR-125b	1.36e-08	0.000437	negative	SEMA4F	10505
hsa-miR-125b	1.36e-08	0.000444	negative	EIF4EBP1	1978
hsa-miR-125b	1.36e-08	0.000537	negative	TRIAP1	51499
hsa-miR-125b	1.36e-08	0.000597	negative	BCAN	63827
hsa-miR-125b	1.36e-08	0.000637	negative	SH3TC2	79628
hsa-miR-125b	1.36e-08	0.000644	negative	MSI1	4440
hsa-miR-125b	1.36e-08	0.000649	negative	KCNH3	23416
hsa-miR-125b	1.36e-08	0.000722	negative	SRRM3	222183
hsa-miR-125b	1.36e-08	0.000744	negative	C17orf59	54785
hsa-miR-125b	1.36e-08	0.000775	negative	SSTR3	6753
hsa-miR-125b	1.36e-08	0.000813	negative	FAM176A	84141
hsa-miR-125b	1.36e-08	0.000974	negative	EPO	2056
hsa-miR-125b	1.36e-08	0.0011	negative	ABTB1	80325
hsa-miR-125b	1.36e-08	0.00111	negative	RS1	6247
hsa-miR-125b	1.36e-08	0.0013	negative	EMID1	129080
hsa-miR-125b	1.36e-08	0.00147	negative	IQSEC2	23096
hsa-miR-125b	1.36e-08	0.00158	negative	FOXD2	2306
hsa-miR-125b	1.36e-08	0.00173	negative	CAMSAP3	57662
hsa-miR-125b	1.36e-08	0.00184	negative	LRFN2	57497
hsa-miR-125b	1.36e-08	0.00184	negative	SYN2	6854
hsa-miR-125b	1.36e-08	0.00198	negative	PCTP	58488
hsa-miR-125b	1.36e-08	0.00208	negative	ZNF691	51058
hsa-miR-125b	1.36e-08	0.00235	negative	ASIC1	41
hsa-miR-125b	1.36e-08	0.0027	negative	RHOT2	89941
hsa-miR-125b	1.36e-08	0.00283	negative	COL11A2	1302
hsa-miR-125b	1.36e-08	0.00304	negative	PHC2	1912
hsa-miR-125b	1.36e-08	0.00311	negative	FOXS1	2307
hsa-miR-125b	1.36e-08	0.00429	negative	SCN2B	6327
hsa-miR-125b	1.36e-08	0.00438	negative	GALNT14	79623
hsa-miR-125b	1.36e-08	0.00445	negative	UBN1	29855
hsa-miR-125b	1.36e-08	9.54e-13	positive	FAM107B	83641
hsa-miR-125b	1.36e-08	8.22e-11	positive	MSRB3	253827
hsa-miR-125b	1.36e-08	1.15e-09	positive	STAT3	6774
hsa-miR-125b	1.36e-08	1.2e-08	positive	TRPS1	7227
hsa-miR-125b	1.36e-08	7.98e-08	positive	RAB8B	51762
hsa-miR-125b	1.36e-08	1.03e-07	positive	NXF1	10482
hsa-miR-125b	1.36e-08	1.03e-07	positive	LUZP1	7798
hsa-miR-125b	1.36e-08	1.12e-07	positive	ENTPD4	9583
hsa-miR-125b	1.36e-08	1.24e-07	positive	OSBPL9	114883
hsa-miR-125b	1.36e-08	1.28e-07	positive	NFIB	4781
hsa-miR-125b	1.36e-08	1.97e-07	positive	RYBP	23429
hsa-miR-125b	1.36e-08	2.98e-07	positive	ANPEP	290
hsa-miR-125b	1.36e-08	3.57e-07	positive	BCL2	596
hsa-miR-125b	1.36e-08	7.34e-07	positive	SERTAD3	29946
hsa-miR-125b	1.36e-08	9.88e-07	positive	LNPEP	4012
hsa-miR-125b	1.36e-08	2.24e-06	positive	DICER1	23405
hsa-miR-125b	1.36e-08	2.46e-06	positive	MAPRE2	10982
hsa-miR-125b	1.36e-08	7.62e-06	positive	RUFY3	22902
hsa-miR-125b	1.36e-08	1.48e-05	positive	M6PR	4074
hsa-miR-125b	1.36e-08	1.61e-05	positive	BMPR2	659
hsa-miR-125b	1.36e-08	1.95e-05	positive	ACACB	32
hsa-miR-125b	1.36e-08	2.28e-05	positive	PPT1	5538
hsa-miR-125b	1.36e-08	0.000104	positive	IST1	9798
hsa-miR-125b	1.36e-08	0.000178	positive	TBC1D1	23216
hsa-miR-125b	1.36e-08	0.000184	positive	MAMDC2	256691
